CDs 1 V x 2 HOURS Ex 340 nm,,CDs 1 V x 2 HOURS Ex 230 ,,CDs 1 V x 2 HOURS Ex 240 nm,,CDs 1 V x 2 HOURS Ex 250,,CDs 1 V x 2 HOURS Ex 260,,CDs 1 V x 2 HOURS Ex 270,,CDs 1 V x 2 HOURS Ex 280,,CDs 1 V x 2 HOURS Ex 290,,CDs 1 V x 2 HOURS Ex 300,,CDs 1 V x 2 HOURS Ex 300 (2),,CDs 1 V x 2 HOURS Ex 310,,CDs 1 V x 2 HOURS Ex 320,,CDs 1 V x 2 HOURS Ex 330,,CDs 1 V x 2 HOURS Ex 340,,CDs 1 V x 2 HOURS Ex 350,,CDs 1 V x 2 HOURS Ex 360,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 390,,CDs 1 V x 2 HOURS Ex 400,,CDs 1 V x 2 HOURS Ex 410,,CDs 1 V x 2 HOURS Ex 420,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
Emission Wavelength Changed: 07/09/2023 16:39:51, Old: 380.00, New: 280.00
Excitation Wavelength Changed: 07/09/2023 16:41:18, Old: 230.00, New: 240.00
Emission Wavelength Changed: 07/09/2023 16:41:18, Old: 280.00, New: 290.00
Excitation Wavelength Changed: 07/09/2023 16:42:54, Old: 240.00, New: 250.00
Emission Wavelength Changed: 07/09/2023 16:42:54, Old: 290.00, New: 300.00
Excitation Wavelength Changed: 07/09/2023 16:44:34, Old: 250.00, New: 260.00
Emission Wavelength Changed: 07/09/2023 16:44:34, Old: 300.00, New: 310.00
Excitation Wavelength Changed: 07/09/2023 16:45:54, Old: 260.00, New: 270.00
Excitation Wavelength Changed: 07/09/2023 16:46:55, Old: 270.00, New: 280.00
Emission Wavelength Changed: 07/09/2023 16:46:55, Old: 310.00, New: 320.00
Excitation Wavelength Changed: 07/09/2023 16:48:12, Old: 280.00, New: 290.00
Emission Wavelength Changed: 07/09/2023 16:48:12, Old: 320.00, New: 330.00
Excitation Wavelength Changed: 07/09/2023 16:50:37, Old: 290.00, New: 300.00
Emission Wavelength Changed: 07/09/2023 16:50:37, Old: 330.00, New: 340.00
Stop Wavelength Changed: 07/09/2023 16:52:09, Old: 600.00, New: 650.00
Excitation Wavelength Changed: 07/09/2023 16:53:23, Old: 300.00, New: 310.00
Emission Wavelength Changed: 07/09/2023 16:53:23, Old: 340.00, New: 350.00
Excitation Wavelength Changed: 07/09/2023 16:54:44, Old: 310.00, New: 320.00
Emission Wavelength Changed: 07/09/2023 16:54:44, Old: 350.00, New: 360.00
Stop Wavelength Changed: 07/09/2023 16:54:44, Old: 650.00, New: 700.00
Excitation Wavelength Changed: 07/09/2023 16:55:53, Old: 320.00, New: 330.00
Emission Wavelength Changed: 07/09/2023 16:55:53, Old: 360.00, New: 370.00
End Method Modifications

CDs 1 V x 2 HOURS Ex 340,
CDs 1 V x 2 HOURS Ex 340
Collection Time: 07/09/2023 16:57:02
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY12450002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         700.00
Ex. Wavelength (nm)               340.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 07/09/2023 16:13:31
Method Modifications:
Zero Mode Changed: 07/09/2023 16:13:52, Old:OFF, New:Reading
Zero Mode Changed: 07/09/2023 16:13:52, Old:Reading, New:ON
Zero Mode Changed: 07/09/2023 16:32:31, Old:ON, New:Reading
Zero Mode Changed: 07/09/2023 16:32:32, Old:Reading, New:ON
Data interval: Changed: 07/09/2023 16:33:47, Old:   1.00, New:   2.00
Overlayed Graphs Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Scan mode: Changed: 07/09/2023 16:33:47, Old:Emission, New:Excitation
Stop Wavelength Changed: 07/09/2023 16:33:47, Old: 600.00, New: 850.00
Excitation Wavelength Changed: 07/09/2023 16:33:47, Old: 350.00, New: 200.00
Zero Order Emission Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Emission Wavelength Changed: 07/09/2023 16:33:47, Old: 400.00, New:   0.00
Emission Wavelength Changed: 07/09/2023 16:33:50, Old:   0.00, New: 400.00
Zero Order Emission Changed: 07/09/2023 16:34:25, Old:ON, New:OFF
Scan mode: Changed: 07/09/2023 16:34:25, Old:Excitation, New:Emission
Emission Wavelength Changed: 07/09/2023 16:34:25, Old: 400.00, New: 632.94
Excitation Wavelength Changed: 07/09/2023 16:34:25, Old: 200.00, New: 627.94
Emission PMT (V): Changed: 07/09/2023 16:34:39, Old: 600, New: 680
Emission PMT (V): Changed: 07/09/2023 16:34:51, Old: 680, New: 760
Emission PMT (V): Changed: 07/09/2023 16:35:03, Old: 760, New: 840
Emission PMT (V): Changed: 07/09/2023 16:35:16, Old: 840, New: 920
Emission Wavelength Changed: 07/09/2023 16:35:20, Old: 632.94, New: 400.00
Excitation Wavelength Changed: 07/09/2023 16:35:20, Old: 627.94, New: 350.00
Data interval: Changed: 07/09/2023 16:35:20, Old:   2.00, New:   1.00
Overlayed Graphs Changed: 07/09/2023 16:35:20, Old:ON, New:OFF
Emission PMT (V): Changed: 07/09/2023 16:35:20, Old: 920, New: 600
Excitation Wavelength Changed: 07/09/2023 16:36:34, Old: 350.00, New: 340.00
Emission Wavelength Changed: 07/09/2023 16:36:34, Old: 400.00, New: 380.00
Stop Wavelength Changed: 07/09/2023 16:36:34, Old: 850.00, New: 600.00
Excitation Wavelength Changed: 07/09/2023 16:39:51, Old: 340.00, New: 230.00
Emission Wavelength Changed: 07/09/2023 16:39:51, Old: 380.00, New: 280.00
Excitation Wavelength Changed: 07/09/2023 16:41:18, Old: 230.00, New: 240.00
Emission Wavelength Changed: 07/09/2023 16:41:18, Old: 280.00, New: 290.00
Excitation Wavelength Changed: 07/09/2023 16:42:54, Old: 240.00, New: 250.00
Emission Wavelength Changed: 07/09/2023 16:42:54, Old: 290.00, New: 300.00
Excitation Wavelength Changed: 07/09/2023 16:44:34, Old: 250.00, New: 260.00
Emission Wavelength Changed: 07/09/2023 16:44:34, Old: 300.00, New: 310.00
Excitation Wavelength Changed: 07/09/2023 16:45:54, Old: 260.00, New: 270.00
Excitation Wavelength Changed: 07/09/2023 16:46:55, Old: 270.00, New: 280.00
Emission Wavelength Changed: 07/09/2023 16:46:55, Old: 310.00, New: 320.00
Excitation Wavelength Changed: 07/09/2023 16:48:12, Old: 280.00, New: 290.00
Emission Wavelength Changed: 07/09/2023 16:48:12, Old: 320.00, New: 330.00
Excitation Wavelength Changed: 07/09/2023 16:50:37, Old: 290.00, New: 300.00
Emission Wavelength Changed: 07/09/2023 16:50:37, Old: 330.00, New: 340.00
Stop Wavelength Changed: 07/09/2023 16:52:09, Old: 600.00, New: 650.00
Excitation Wavelength Changed: 07/09/2023 16:53:23, Old: 300.00, New: 310.00
Emission Wavelength Changed: 07/09/2023 16:53:23, Old: 340.00, New: 350.00
Excitation Wavelength Changed: 07/09/2023 16:54:44, Old: 310.00, New: 320.00
Emission Wavelength Changed: 07/09/2023 16:54:44, Old: 350.00, New: 360.00
Stop Wavelength Changed: 07/09/2023 16:54:44, Old: 650.00, New: 700.00
Excitation Wavelength Changed: 07/09/2023 16:55:53, Old: 320.00, New: 330.00
Emission Wavelength Changed: 07/09/2023 16:55:53, Old: 360.00, New: 370.00
Excitation Wavelength Changed: 07/09/2023 16:56:53, Old: 330.00, New: 340.00
Emission Wavelength Changed: 07/09/2023 16:56:53, Old: 370.00, New: 380.00
End Method Modifications

CDs 1 V x 2 HOURS Ex 350,
CDs 1 V x 2 HOURS Ex 350
Collection Time: 07/09/2023 16:58:05
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY12450002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        390.00
Stop (nm)                         750.00
Ex. Wavelength (nm)               350.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 07/09/2023 16:13:31
Method Modifications:
Zero Mode Changed: 07/09/2023 16:13:52, Old:OFF, New:Reading
Zero Mode Changed: 07/09/2023 16:13:52, Old:Reading, New:ON
Zero Mode Changed: 07/09/2023 16:32:31, Old:ON, New:Reading
Zero Mode Changed: 07/09/2023 16:32:32, Old:Reading, New:ON
Data interval: Changed: 07/09/2023 16:33:47, Old:   1.00, New:   2.00
Overlayed Graphs Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Scan mode: Changed: 07/09/2023 16:33:47, Old:Emission, New:Excitation
Stop Wavelength Changed: 07/09/2023 16:33:47, Old: 600.00, New: 850.00
Excitation Wavelength Changed: 07/09/2023 16:33:47, Old: 350.00, New: 200.00
Zero Order Emission Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Emission Wavelength Changed: 07/09/2023 16:33:47, Old: 400.00, New:   0.00
Emission Wavelength Changed: 07/09/2023 16:33:50, Old:   0.00, New: 400.00
Zero Order Emission Changed: 07/09/2023 16:34:25, Old:ON, New:OFF
Scan mode: Changed: 07/09/2023 16:34:25, Old:Excitation, New:Emission
Emission Wavelength Changed: 07/09/2023 16:34:25, Old: 400.00, New: 632.94
Excitation Wavelength Changed: 07/09/2023 16:34:25, Old: 200.00, New: 627.94
Emission PMT (V): Changed: 07/09/2023 16:34:39, Old: 600, New: 680
Emission PMT (V): Changed: 07/09/2023 16:34:51, Old: 680, New: 760
Emission PMT (V): Changed: 07/09/2023 16:35:03, Old: 760, New: 840
Emission PMT (V): Changed: 07/09/2023 16:35:16, Old: 840, New: 920
Emission Wavelength Changed: 07/09/2023 16:35:20, Old: 632.94, New: 400.00
Excitation Wavelength Changed: 07/09/2023 16:35:20, Old: 627.94, New: 350.00
Data interval: Changed: 07/09/2023 16:35:20, Old:   2.00, New:   1.00
Overlayed Graphs Changed: 07/09/2023 16:35:20, Old:ON, New:OFF
Emission PMT (V): Changed: 07/09/2023 16:35:20, Old: 920, New: 600
Excitation Wavelength Changed: 07/09/2023 16:36:34, Old: 350.00, New: 340.00
Emission Wavelength Changed: 07/09/2023 16:36:34, Old: 400.00, New: 380.00
Stop Wavelength Changed: 07/09/2023 16:36:34, Old: 850.00, New: 600.00
Excitation Wavelength Changed: 07/09/2023 16:39:51, Old: 340.00, New: 230.00
Emission Wavelength Changed: 07/09/2023 16:39:51, Old: 380.00, New: 280.00
Excitation Wavelength Changed: 07/09/2023 16:41:18, Old: 230.00, New: 240.00
Emission Wavelength Changed: 07/09/2023 16:41:18, Old: 280.00, New: 290.00
Excitation Wavelength Changed: 07/09/2023 16:42:54, Old: 240.00, New: 250.00
Emission Wavelength Changed: 07/09/2023 16:42:54, Old: 290.00, New: 300.00
Excitation Wavelength Changed: 07/09/2023 16:44:34, Old: 250.00, New: 260.00
Emission Wavelength Changed: 07/09/2023 16:44:34, Old: 300.00, New: 310.00
Excitation Wavelength Changed: 07/09/2023 16:45:54, Old: 260.00, New: 270.00
Excitation Wavelength Changed: 07/09/2023 16:46:55, Old: 270.00, New: 280.00
Emission Wavelength Changed: 07/09/2023 16:46:55, Old: 310.00, New: 320.00
Excitation Wavelength Changed: 07/09/2023 16:48:12, Old: 280.00, New: 290.00
Emission Wavelength Changed: 07/09/2023 16:48:12, Old: 320.00, New: 330.00
Excitation Wavelength Changed: 07/09/2023 16:50:37, Old: 290.00, New: 300.00
Emission Wavelength Changed: 07/09/2023 16:50:37, Old: 330.00, New: 340.00
Stop Wavelength Changed: 07/09/2023 16:52:09, Old: 600.00, New: 650.00
Excitation Wavelength Changed: 07/09/2023 16:53:23, Old: 300.00, New: 310.00
Emission Wavelength Changed: 07/09/2023 16:53:23, Old: 340.00, New: 350.00
Excitation Wavelength Changed: 07/09/2023 16:54:44, Old: 310.00, New: 320.00
Emission Wavelength Changed: 07/09/2023 16:54:44, Old: 350.00, New: 360.00
Stop Wavelength Changed: 07/09/2023 16:54:44, Old: 650.00, New: 700.00
Excitation Wavelength Changed: 07/09/2023 16:55:53, Old: 320.00, New: 330.00
Emission Wavelength Changed: 07/09/2023 16:55:53, Old: 360.00, New: 370.00
Excitation Wavelength Changed: 07/09/2023 16:56:53, Old: 330.00, New: 340.00
Emission Wavelength Changed: 07/09/2023 16:56:53, Old: 370.00, New: 380.00
Excitation Wavelength Changed: 07/09/2023 16:57:58, Old: 340.00, New: 350.00
Emission Wavelength Changed: 07/09/2023 16:57:58, Old: 380.00, New: 390.00
Stop Wavelength Changed: 07/09/2023 16:57:58, Old: 700.00, New: 750.00
End Method Modifications

CDs 1 V x 2 HOURS Ex 360,
CDs 1 V x 2 HOURS Ex 360
Collection Time: 07/09/2023 16:59:57
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY12450002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        400.00
Stop (nm)                         750.00
Ex. Wavelength (nm)               360.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 07/09/2023 16:13:31
Method Modifications:
Zero Mode Changed: 07/09/2023 16:13:52, Old:OFF, New:Reading
Zero Mode Changed: 07/09/2023 16:13:52, Old:Reading, New:ON
Zero Mode Changed: 07/09/2023 16:32:31, Old:ON, New:Reading
Zero Mode Changed: 07/09/2023 16:32:32, Old:Reading, New:ON
Data interval: Changed: 07/09/2023 16:33:47, Old:   1.00, New:   2.00
Overlayed Graphs Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Scan mode: Changed: 07/09/2023 16:33:47, Old:Emission, New:Excitation
Stop Wavelength Changed: 07/09/2023 16:33:47, Old: 600.00, New: 850.00
Excitation Wavelength Changed: 07/09/2023 16:33:47, Old: 350.00, New: 200.00
Zero Order Emission Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Emission Wavelength Changed: 07/09/2023 16:33:47, Old: 400.00, New:   0.00
Emission Wavelength Changed: 07/09/2023 16:33:50, Old:   0.00, New: 400.00
Zero Order Emission Changed: 07/09/2023 16:34:25, Old:ON, New:OFF
Scan mode: Changed: 07/09/2023 16:34:25, Old:Excitation, New:Emission
Emission Wavelength Changed: 07/09/2023 16:34:25, Old: 400.00, New: 632.94
Excitation Wavelength Changed: 07/09/2023 16:34:25, Old: 200.00, New: 627.94
Emission PMT (V): Changed: 07/09/2023 16:34:39, Old: 600, New: 680
Emission PMT (V): Changed: 07/09/2023 16:34:51, Old: 680, New: 760
Emission PMT (V): Changed: 07/09/2023 16:35:03, Old: 760, New: 840
Emission PMT (V): Changed: 07/09/2023 16:35:16, Old: 840, New: 920
Emission Wavelength Changed: 07/09/2023 16:35:20, Old: 632.94, New: 400.00
Excitation Wavelength Changed: 07/09/2023 16:35:20, Old: 627.94, New: 350.00
Data interval: Changed: 07/09/2023 16:35:20, Old:   2.00, New:   1.00
Overlayed Graphs Changed: 07/09/2023 16:35:20, Old:ON, New:OFF
Emission PMT (V): Changed: 07/09/2023 16:35:20, Old: 920, New: 600
Excitation Wavelength Changed: 07/09/2023 16:36:34, Old: 350.00, New: 340.00
Emission Wavelength Changed: 07/09/2023 16:36:34, Old: 400.00, New: 380.00
Stop Wavelength Changed: 07/09/2023 16:36:34, Old: 850.00, New: 600.00
Excitation Wavelength Changed: 07/09/2023 16:39:51, Old: 340.00, New: 230.00
Emission Wavelength Changed: 07/09/2023 16:39:51, Old: 380.00, New: 280.00
Excitation Wavelength Changed: 07/09/2023 16:41:18, Old: 230.00, New: 240.00
Emission Wavelength Changed: 07/09/2023 16:41:18, Old: 280.00, New: 290.00
Excitation Wavelength Changed: 07/09/2023 16:42:54, Old: 240.00, New: 250.00
Emission Wavelength Changed: 07/09/2023 16:42:54, Old: 290.00, New: 300.00
Excitation Wavelength Changed: 07/09/2023 16:44:34, Old: 250.00, New: 260.00
Emission Wavelength Changed: 07/09/2023 16:44:34, Old: 300.00, New: 310.00
Excitation Wavelength Changed: 07/09/2023 16:45:54, Old: 260.00, New: 270.00
Excitation Wavelength Changed: 07/09/2023 16:46:55, Old: 270.00, New: 280.00
Emission Wavelength Changed: 07/09/2023 16:46:55, Old: 310.00, New: 320.00
Excitation Wavelength Changed: 07/09/2023 16:48:12, Old: 280.00, New: 290.00
Emission Wavelength Changed: 07/09/2023 16:48:12, Old: 320.00, New: 330.00
Excitation Wavelength Changed: 07/09/2023 16:50:37, Old: 290.00, New: 300.00
Emission Wavelength Changed: 07/09/2023 16:50:37, Old: 330.00, New: 340.00
Stop Wavelength Changed: 07/09/2023 16:52:09, Old: 600.00, New: 650.00
Excitation Wavelength Changed: 07/09/2023 16:53:23, Old: 300.00, New: 310.00
Emission Wavelength Changed: 07/09/2023 16:53:23, Old: 340.00, New: 350.00
Excitation Wavelength Changed: 07/09/2023 16:54:44, Old: 310.00, New: 320.00
Emission Wavelength Changed: 07/09/2023 16:54:44, Old: 350.00, New: 360.00
Stop Wavelength Changed: 07/09/2023 16:54:44, Old: 650.00, New: 700.00
Excitation Wavelength Changed: 07/09/2023 16:55:53, Old: 320.00, New: 330.00
Emission Wavelength Changed: 07/09/2023 16:55:53, Old: 360.00, New: 370.00
Excitation Wavelength Changed: 07/09/2023 16:56:53, Old: 330.00, New: 340.00
Emission Wavelength Changed: 07/09/2023 16:56:53, Old: 370.00, New: 380.00
Excitation Wavelength Changed: 07/09/2023 16:57:58, Old: 340.00, New: 350.00
Emission Wavelength Changed: 07/09/2023 16:57:58, Old: 380.00, New: 390.00
Stop Wavelength Changed: 07/09/2023 16:57:58, Old: 700.00, New: 750.00
Excitation Wavelength Changed: 07/09/2023 16:59:24, Old: 350.00, New: 360.00
Emission Wavelength Changed: 07/09/2023 16:59:24, Old: 390.00, New: 400.00
End Method Modifications

CDs 1 V x 2 HOURS Ex 370,
CDs 1 V x 2 HOURS Ex 370
Collection Time: 07/09/2023 17:01:06
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY12450002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        410.00
Stop (nm)                         760.00
Ex. Wavelength (nm)               370.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 07/09/2023 16:13:31
Method Modifications:
Zero Mode Changed: 07/09/2023 16:13:52, Old:OFF, New:Reading
Zero Mode Changed: 07/09/2023 16:13:52, Old:Reading, New:ON
Zero Mode Changed: 07/09/2023 16:32:31, Old:ON, New:Reading
Zero Mode Changed: 07/09/2023 16:32:32, Old:Reading, New:ON
Data interval: Changed: 07/09/2023 16:33:47, Old:   1.00, New:   2.00
Overlayed Graphs Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Scan mode: Changed: 07/09/2023 16:33:47, Old:Emission, New:Excitation
Stop Wavelength Changed: 07/09/2023 16:33:47, Old: 600.00, New: 850.00
Excitation Wavelength Changed: 07/09/2023 16:33:47, Old: 350.00, New: 200.00
Zero Order Emission Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Emission Wavelength Changed: 07/09/2023 16:33:47, Old: 400.00, New:   0.00
Emission Wavelength Changed: 07/09/2023 16:33:50, Old:   0.00, New: 400.00
Zero Order Emission Changed: 07/09/2023 16:34:25, Old:ON, New:OFF
Scan mode: Changed: 07/09/2023 16:34:25, Old:Excitation, New:Emission
Emission Wavelength Changed: 07/09/2023 16:34:25, Old: 400.00, New: 632.94
Excitation Wavelength Changed: 07/09/2023 16:34:25, Old: 200.00, New: 627.94
Emission PMT (V): Changed: 07/09/2023 16:34:39, Old: 600, New: 680
Emission PMT (V): Changed: 07/09/2023 16:34:51, Old: 680, New: 760
Emission PMT (V): Changed: 07/09/2023 16:35:03, Old: 760, New: 840
Emission PMT (V): Changed: 07/09/2023 16:35:16, Old: 840, New: 920
Emission Wavelength Changed: 07/09/2023 16:35:20, Old: 632.94, New: 400.00
Excitation Wavelength Changed: 07/09/2023 16:35:20, Old: 627.94, New: 350.00
Data interval: Changed: 07/09/2023 16:35:20, Old:   2.00, New:   1.00
Overlayed Graphs Changed: 07/09/2023 16:35:20, Old:ON, New:OFF
Emission PMT (V): Changed: 07/09/2023 16:35:20, Old: 920, New: 600
Excitation Wavelength Changed: 07/09/2023 16:36:34, Old: 350.00, New: 340.00
Emission Wavelength Changed: 07/09/2023 16:36:34, Old: 400.00, New: 380.00
Stop Wavelength Changed: 07/09/2023 16:36:34, Old: 850.00, New: 600.00
Excitation Wavelength Changed: 07/09/2023 16:39:51, Old: 340.00, New: 230.00
Emission Wavelength Changed: 07/09/2023 16:39:51, Old: 380.00, New: 280.00
Excitation Wavelength Changed: 07/09/2023 16:41:18, Old: 230.00, New: 240.00
Emission Wavelength Changed: 07/09/2023 16:41:18, Old: 280.00, New: 290.00
Excitation Wavelength Changed: 07/09/2023 16:42:54, Old: 240.00, New: 250.00
Emission Wavelength Changed: 07/09/2023 16:42:54, Old: 290.00, New: 300.00
Excitation Wavelength Changed: 07/09/2023 16:44:34, Old: 250.00, New: 260.00
Emission Wavelength Changed: 07/09/2023 16:44:34, Old: 300.00, New: 310.00
Excitation Wavelength Changed: 07/09/2023 16:45:54, Old: 260.00, New: 270.00
Excitation Wavelength Changed: 07/09/2023 16:46:55, Old: 270.00, New: 280.00
Emission Wavelength Changed: 07/09/2023 16:46:55, Old: 310.00, New: 320.00
Excitation Wavelength Changed: 07/09/2023 16:48:12, Old: 280.00, New: 290.00
Emission Wavelength Changed: 07/09/2023 16:48:12, Old: 320.00, New: 330.00
Excitation Wavelength Changed: 07/09/2023 16:50:37, Old: 290.00, New: 300.00
Emission Wavelength Changed: 07/09/2023 16:50:37, Old: 330.00, New: 340.00
Stop Wavelength Changed: 07/09/2023 16:52:09, Old: 600.00, New: 650.00
Excitation Wavelength Changed: 07/09/2023 16:53:23, Old: 300.00, New: 310.00
Emission Wavelength Changed: 07/09/2023 16:53:23, Old: 340.00, New: 350.00
Excitation Wavelength Changed: 07/09/2023 16:54:44, Old: 310.00, New: 320.00
Emission Wavelength Changed: 07/09/2023 16:54:44, Old: 350.00, New: 360.00
Stop Wavelength Changed: 07/09/2023 16:54:44, Old: 650.00, New: 700.00
Excitation Wavelength Changed: 07/09/2023 16:55:53, Old: 320.00, New: 330.00
Emission Wavelength Changed: 07/09/2023 16:55:53, Old: 360.00, New: 370.00
Excitation Wavelength Changed: 07/09/2023 16:56:53, Old: 330.00, New: 340.00
Emission Wavelength Changed: 07/09/2023 16:56:53, Old: 370.00, New: 380.00
Excitation Wavelength Changed: 07/09/2023 16:57:58, Old: 340.00, New: 350.00
Emission Wavelength Changed: 07/09/2023 16:57:58, Old: 380.00, New: 390.00
Stop Wavelength Changed: 07/09/2023 16:57:58, Old: 700.00, New: 750.00
Excitation Wavelength Changed: 07/09/2023 16:59:24, Old: 350.00, New: 360.00
Emission Wavelength Changed: 07/09/2023 16:59:24, Old: 390.00, New: 400.00
Excitation Wavelength Changed: 07/09/2023 17:00:59, Old: 360.00, New: 370.00
Emission Wavelength Changed: 07/09/2023 17:00:59, Old: 400.00, New: 410.00
Stop Wavelength Changed: 07/09/2023 17:00:59, Old: 750.00, New: 760.00
End Method Modifications

CDs 1 V x 2 HOURS Ex 370,
CDs 1 V x 2 HOURS Ex 370
Collection Time: 07/09/2023 17:02:21
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY12450002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        420.00
Stop (nm)                         780.00
Ex. Wavelength (nm)               380.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 07/09/2023 16:13:31
Method Modifications:
Zero Mode Changed: 07/09/2023 16:13:52, Old:OFF, New:Reading
Zero Mode Changed: 07/09/2023 16:13:52, Old:Reading, New:ON
Zero Mode Changed: 07/09/2023 16:32:31, Old:ON, New:Reading
Zero Mode Changed: 07/09/2023 16:32:32, Old:Reading, New:ON
Data interval: Changed: 07/09/2023 16:33:47, Old:   1.00, New:   2.00
Overlayed Graphs Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Scan mode: Changed: 07/09/2023 16:33:47, Old:Emission, New:Excitation
Stop Wavelength Changed: 07/09/2023 16:33:47, Old: 600.00, New: 850.00
Excitation Wavelength Changed: 07/09/2023 16:33:47, Old: 350.00, New: 200.00
Zero Order Emission Changed: 07/09/2023 16:33:47, Old:OFF, New:ON
Emission Wavelength Changed: 07/09/2023 16:33:47, Old: 400.00, New:   0.00
Emission Wavelength Changed: 07/09/2023 16:33:50, Old:   0.00, New: 400.00
Zero Order Emission Changed: 07/09/2023 16:34:25, Old:ON, New:OFF
Scan mode: Changed: 07/09/2023 16:34:25, Old:Excitation, New:Emission
Emission Wavelength Changed: 07/09/2023 16:34:25, Old: 400.00, New: 632.94
Excitation Wavelength Changed: 07/09/2023 16:34:25, Old: 200.00, New: 627.94
Emission PMT (V): Changed: 07/09/2023 16:34:39, Old: 600, New: 680
Emission PMT (V): Changed: 07/09/2023 16:34:51, Old: 680, New: 760
Emission PMT (V): Changed: 07/09/2023 16:35:03, Old: 760, New: 840
Emission PMT (V): Changed: 07/09/2023 16:35:16, Old: 840, New: 920
Emission Wavelength Changed: 07/09/2023 16:35:20, Old: 632.94, New: 400.00
Excitation Wavelength Changed: 07/09/2023 16:35:20, Old: 627.94, New: 350.00
Data interval: Changed: 07/09/2023 16:35:20, Old:   2.00, New:   1.00
Overlayed Graphs Changed: 07/09/2023 16:35:20, Old:ON, New:OFF
Emission PMT (V): Changed: 07/09/2023 16:35:20, Old: 920, New: 600
Excitation Wavelength Changed: 07/09/2023 16:36:34, Old: 350.00, New: 340.00
