CDs 1 V x 2 HOURS Ex 340 nm,,CDs 1 V x 2 HOURS Ex 230 ,,CDs 1 V x 2 HOURS Ex 240 nm,,CDs 1 V x 2 HOURS Ex 250,,CDs 1 V x 2 HOURS Ex 260,,CDs 1 V x 2 HOURS Ex 270,,CDs 1 V x 2 HOURS Ex 280,,CDs 1 V x 2 HOURS Ex 290,,CDs 1 V x 2 HOURS Ex 300,,CDs 1 V x 2 HOURS Ex 300 (2),,CDs 1 V x 2 HOURS Ex 310,,CDs 1 V x 2 HOURS Ex 320,,CDs 1 V x 2 HOURS Ex 330,,CDs 1 V x 2 HOURS Ex 340,,CDs 1 V x 2 HOURS Ex 350,,CDs 1 V x 2 HOURS Ex 360,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 370,,CDs 1 V x 2 HOURS Ex 390,,CDs 1 V x 2 HOURS Ex 400,,CDs 1 V x 2 HOURS Ex 410,,CDs 1 V x 2 HOURS Ex 420,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
522.9400024,-2.015788317,423.0299988,-2.148835421,433.0299988,-2.489029169,443.0299988,-2.487905979,452.980011,-1.869051218,452.980011,-1.162101865,463.0299988,-1.093860388,472.980011,-0.8217781782,482.980011,-1.086028576,482.980011,-1.096153855,492.980011,-1.171700239,502.980011,-1.496838331,512.9799805,-1.910297394,522.9400024,-1.985260725,532.9799805,-2.224960089,542.9400024,-2.415486813,552.9400024,-2.375068665,562.9400024,-2.425782204,573.039978,-2.503107071,582.9400024,-2.516587973,593.039978,-2.477364302,602.9400024,-2.607205868,
523.9699707,-2.219298124,423.9299927,-2.17132473,433.9299927,-2.462890148,443.9299927,-2.457443714,454.019989,-1.814525843,454.019989,-1.333158493,463.9299927,-1.114308715,474.019989,-0.9988905191,484.019989,-1.056755662,484.019989,-1.089687705,494.019989,-1.251757145,504.019989,-1.515778065,514.0200195,-1.870009661,523.9699707,-1.979952812,534.0200195,-2.101948738,543.9699707,-2.326601505,553.9699707,-2.343443394,563.9699707,-2.454020739,574.0499878,-2.494509697,583.9699707,-2.505204916,594.0499878,-2.54462409,603.9699707,-2.600338459,
525,-2.081356525,425,-2.350059032,435,-2.411763906,445,-2.447611809,455.0700073,-1.837665439,455.0700073,-1.291759372,465,-1.056766391,475.0700073,-1.028430343,485.0700073,-1.093294859,485.0700073,-1.057771921,495.0700073,-1.271460176,505.0700073,-1.716388106,515.0700073,-1.871466875,525,-1.983985901,535.0700073,-2.245838881,545,-2.375449896,555,-2.361371994,565,-2.446788549,575.0700073,-2.528234959,585,-2.511615515,595.0700073,-2.522582054,605,-2.604217529,
526.0200195,-2.196463585,426.0599976,-2.069699287,436.0599976,-2.34652257,446.0599976,-2.464197397,455.9700012,-1.897315025,455.9700012,-1.143688679,466.0599976,-1.277241707,475.9700012,-1.06980598,485.9700012,-1.100800157,485.9700012,-1.082029462,495.9700012,-1.278912425,505.9700012,-1.586530209,515.9699707,-1.796476007,526.0200195,-2.151177406,535.9699707,-2.321142197,546.0200195,-2.314515591,556.0200195,-2.440328836,566.0200195,-2.32357192,575.9400024,-2.529578686,586.0200195,-2.511385202,595.9400024,-2.556299686,606.0200195,-2.583627224,
527.0499878,-2.166079998,426.9599915,-2.436212778,436.9599915,-2.436024666,446.9599915,-2.448509932,457.0100098,-1.857854128,457.0100098,-1.200592756,466.9599915,-1.164977193,477.0100098,-1.19545579,487.0100098,-1.187765002,487.0100098,-1.082538843,497.0100098,-1.445985556,507.0100098,-1.691030145,517.0100098,-1.9708395,527.0499878,-2.113882303,537.0100098,-2.28537488,547.0499878,-2.412755251,557.0499878,-2.380915403,567.0499878,-2.500864029,576.9500122,-2.44038868,587.0499878,-2.549311399,596.9500122,-2.609213352,607.0499878,-2.603874922,
527.9400024,-2.235795021,428.0299988,-2.36180687,438.0299988,-2.300648451,448.0299988,-2.429835558,458.0499878,-1.84150672,458.0499878,-1.344563484,468.0299988,-1.205688477,478.0499878,-1.16176033,488.0499878,-1.150742054,488.0499878,-1.177153111,498.0499878,-1.278565288,508.0499878,-1.81953454,518.0499878,-2.084673882,527.9400024,-2.156835079,538.0499878,-2.335121393,547.9400024,-2.407444954,557.9400024,-2.382083893,567.9400024,-2.483581543,577.9699707,-2.516702175,587.9400024,-2.517964363,597.9699707,-2.550266743,607.9400024,-2.606514215,
528.9699707,-2.167989731,428.9299927,-2.319987535,438.9299927,-2.340188026,448.9299927,-2.417915821,458.9500122,-1.802389741,458.9500122,-1.227392435,468.9299927,-1.241397858,478.9500122,-1.22522378,488.9500122,-1.216051221,488.9500122,-1.303467155,498.9500122,-1.483134389,508.9500122,-1.659437895,518.9500122,-1.975004315,528.9699707,-2.133800745,538.9500122,-2.239323378,548.9699707,-2.388985634,558.9699707,-2.431123972,568.9699707,-2.46339035,578.9799805,-2.514477015,588.9699707,-2.494078159,598.9799805,-2.554927588,608.9699707,-2.619452,
530,-2.207107067,430,-2.336455107,440,-2.449431896,450,-2.515543938,460,-1.837235093,460,-1.305287123,470,-1.233038068,480,-1.070616722,490,-1.343463778,490,-1.133223176,500,-1.444256186,510,-1.692652225,520,-2.025390625,530,-2.295600653,540,-2.275291204,550,-2.39396286,560,-2.404250622,570,-2.41921854,580,-2.50156951,590,-2.498247623,600,-2.593646288,610,-2.587845802,
531.039978,-2.144332409,431.0599976,-2.421670675,441.0599976,-2.314147711,451.0400085,-2.448412418,461.0599976,-1.806113482,461.0599976,-1.229170442,471.0400085,-1.383075118,481.0400085,-1.354573965,491.0400085,-1.373698115,491.0400085,-1.304756045,501.0400085,-1.553994536,511.0400085,-1.802156687,521.0200195,-1.968243241,531.039978,-2.226941109,541.0200195,-2.377092838,551.0200195,-2.401339769,561.0200195,-2.338896751,571.0100098,-2.506993532,581.0200195,-2.497012854,591.0100098,-2.529725313,601.0200195,-2.586883307,611.0100098,-2.622651815,
531.9400024,-2.228929043,431.9599915,-2.215450764,441.9599915,-2.504328251,451.9400024,-2.423467636,461.9599915,-1.794686794,461.9599915,-1.253666162,471.9400024,-1.247977257,481.9400024,-1.355454683,491.9400024,-1.302207828,491.9400024,-1.406675696,501.9400024,-1.640764832,511.9400024,-1.770920873,522.0499878,-2.064245939,531.9400024,-2.193083763,542.0499878,-2.419861794,552.0499878,-2.462421179,562.0499878,-2.472664595,572.0200195,-2.432655334,582.0499878,-2.55495739,592.0200195,-2.523722887,602.0499878,-2.560390949,612.0200195,-2.637905598,
532.9799805,-2.13961482,433.0299988,-2.364129782,443.0299988,-2.330861807,452.980011,-2.503476858,463.0299988,-1.749743223,463.0299988,-1.354828477,472.980011,-1.401512742,482.980011,-1.302349925,492.980011,-1.360014796,492.980011,-1.29861486,502.980011,-1.602109313,512.9799805,-1.85314095,522.9400024,-1.996772766,532.9799805,-2.218532324,542.9400024,-2.341146708,552.9400024,-2.388598204,562.9400024,-2.528922319,573.039978,-2.522861004,582.9400024,-2.484264851,593.039978,-2.562311888,602.9400024,-2.608712912,613.039978,-2.632328272,
534.0200195,-2.265877724,433.9299927,-2.421279192,443.9299927,-2.353532791,454.019989,-2.524942398,463.9299927,-1.907576323,463.9299927,-1.37214148,474.019989,-1.379720926,484.019989,-1.452527642,494.019989,-1.423689127,494.019989,-1.41964376,504.019989,-1.637272954,514.0200195,-1.829306245,523.9699707,-2.057395935,534.0200195,-2.315250397,543.9699707,-2.373533487,553.9699707,-2.425486803,563.9699707,-2.481901884,574.0499878,-2.567061424,583.9699707,-2.530963421,594.0499878,-2.548452139,603.9699707,-2.56491828,614.0499878,-2.629443884,
535.0700073,-2.359936953,435,-2.483703852,445,-2.436001778,455.0700073,-2.556783199,465,-1.937073588,465,-1.304885983,475.0700073,-1.47755146,485.0700073,-1.482278705,495.0700073,-1.466730833,495.0700073,-1.398724794,505.0700073,-1.649577498,515.0700073,-1.933908463,525,-2.117089033,535.0700073,-2.21775198,545,-2.327513218,555,-2.416596889,565,-2.422868252,575.0700073,-2.498208523,585,-2.47973752,595.0700073,-2.560456991,605,-2.554928303,615.0700073,-2.603667259,
535.9699707,-2.332267761,436.0599976,-2.392089367,446.0599976,-2.313657522,455.9700012,-2.53335166,466.0599976,-1.885446429,466.0599976,-1.272094607,475.9700012,-1.290001988,485.9700012,-1.422273993,495.9700012,-1.408925891,495.9700012,-1.477461576,505.9700012,-1.768414497,515.9699707,-1.884869218,526.0200195,-2.122979403,535.9699707,-2.174015999,546.0200195,-2.310719967,556.0200195,-2.472694159,566.0200195,-2.430645466,575.9400024,-2.499366283,586.0200195,-2.555356741,595.9400024,-2.592009306,606.0200195,-2.588092804,615.9400024,-2.622706175,
537.0100098,-2.312257767,436.9599915,-2.496182442,446.9599915,-2.325509071,457.0100098,-2.519074917,466.9599915,-1.831775308,466.9599915,-1.364723682,477.0100098,-1.542236686,487.0100098,-1.370149255,497.0100098,-1.44007194,497.0100098,-1.479807138,507.0100098,-1.643074393,517.0100098,-1.823257446,527.0499878,-2.089718819,537.0100098,-2.151423693,547.0499878,-2.466192484,557.0499878,-2.446331501,567.0499878,-2.510149002,576.9500122,-2.499590397,587.0499878,-2.560785294,596.9500122,-2.593196392,607.0499878,-2.570094585,616.9500122,-2.61056757,
538.0499878,-2.22867775,438.0299988,-2.419987202,448.0299988,-2.352694035,458.0499878,-2.501415491,468.0299988,-1.920047522,468.0299988,-1.308260679,478.0499878,-1.400230408,488.0499878,-1.475554109,498.0499878,-1.487398744,498.0499878,-1.500465155,508.0499878,-1.678634882,518.0499878,-1.837149143,527.9400024,-2.234102964,538.0499878,-2.197057724,547.9400024,-2.352298975,557.9400024,-2.504510641,567.9400024,-2.510416031,577.9699707,-2.492983103,587.9400024,-2.592380285,597.9699707,-2.568302155,607.9400024,-2.562542677,617.9699707,-2.594948769,
538.9500122,-2.312013149,438.9299927,-2.43536973,448.9299927,-2.304789782,458.9500122,-2.479268312,468.9299927,-1.97439456,468.9299927,-1.339450121,478.9500122,-1.486549139,488.9500122,-1.416028619,498.9500122,-1.537037373,498.9500122,-1.519771934,508.9500122,-1.795184374,518.9500122,-1.847411036,528.9699707,-2.19716239,538.9500122,-2.279750347,548.9699707,-2.397208929,558.9699707,-2.458877563,568.9699707,-2.507915497,578.9799805,-2.589961052,588.9699707,-2.452881813,598.9799805,-2.523931026,608.9699707,-2.569552183,618.9799805,-2.625890017,
540,-2.257125854,440,-2.235803843,450,-2.329892397,460,-2.463116407,470,-1.93698895,470,-1.449464798,480,-1.380963802,490,-1.394411206,500,-1.533404827,500,-1.592911124,510,-1.863575697,520,-2.088462353,530,-2.048040152,540,-2.173752785,550,-2.318989992,560,-2.432706118,570,-2.469816685,580,-2.516097784,590,-2.55463624,600,-2.509628534,610,-2.597944736,620,-2.619619608,
541.0200195,-2.277389288,441.0599976,-2.394296885,451.0400085,-2.264639616,461.0599976,-2.486136436,471.0400085,-2.025746822,471.0400085,-1.370513916,481.0400085,-1.428097963,491.0400085,-1.547969818,501.0400085,-1.549866199,501.0400085,-1.597356558,511.0400085,-1.862805247,521.0200195,-2.008776665,531.039978,-2.210346937,541.0200195,-2.335006952,551.0200195,-2.295119047,561.0200195,-2.464746952,571.0100098,-2.528689384,581.0200195,-2.612853527,591.0100098,-2.535308123,601.0200195,-2.543126106,611.0100098,-2.555666208,621,-2.607781649,
542.0499878,-2.265163422,441.9599915,-2.363769054,451.9400024,-2.395018816,461.9599915,-2.533882141,471.9400024,-2.02875948,471.9400024,-1.467623115,481.9400024,-1.570973396,491.9400024,-1.526777744,501.9400024,-1.667346954,501.9400024,-1.575524092,511.9400024,-1.850352287,522.0499878,-1.922632217,531.9400024,-2.193557739,542.0499878,-2.257946491,552.0499878,-2.426886797,562.0499878,-2.492827654,572.0200195,-2.546202183,582.0499878,-2.467378855,592.0200195,-2.539677143,602.0499878,-2.543877602,612.0200195,-2.562732458,622,-2.611490488,
542.9400024,-2.332091093,443.0299988,-2.306885481,452.980011,-2.4761343,463.0299988,-2.502788544,472.980011,-2.019721985,472.980011,-1.437514544,482.980011,-1.484016299,492.980011,-1.538347602,502.980011,-1.618606806,502.980011,-1.516615748,512.9799805,-1.813512444,522.9400024,-2.110024452,532.9799805,-2.2088902,542.9400024,-2.246294022,552.9400024,-2.473450184,562.9400024,-2.439828157,573.039978,-2.395396709,582.9400024,-2.515892029,593.039978,-2.489411354,602.9400024,-2.536867619,613.039978,-2.635160208,623,-2.632409096,
543.9699707,-2.373161316,443.9299927,-2.287685394,454.019989,-2.329939127,463.9299927,-2.531022787,474.019989,-2.003694057,474.019989,-1.581770301,484.019989,-1.529456377,494.019989,-1.640033364,504.019989,-1.621352792,504.019989,-1.576408505,514.0200195,-1.925022125,523.9699707,-1.963056564,534.0200195,-2.063305855,543.9699707,-2.401921749,553.9699707,-2.338032722,563.9699707,-2.484304667,574.0499878,-2.460062265,583.9699707,-2.567331314,594.0499878,-2.555566311,603.9699707,-2.58805275,614.0499878,-2.602534294,624,-2.617651939,
545,-2.312287807,445,-2.302554846,455.0700073,-2.435481548,465,-2.565549612,475.0700073,-2.087726116,475.0700073,-1.596877694,485.0700073,-1.607473612,495.0700073,-1.56768477,505.0700073,-1.72705543,505.0700073,-1.694010258,515.0700073,-1.758231878,525,-1.993017793,535.0700073,-2.209887505,545,-2.225246429,555,-2.305740833,565,-2.474647045,575.0700073,-2.480037212,585,-2.520892859,595.0700073,-2.581350565,605,-2.476606369,615.0700073,-2.609144449,625,-2.638930321,
546.0200195,-2.395843267,446.0599976,-2.540922165,455.9700012,-2.488695383,466.0599976,-2.488327265,475.9700012,-1.861278296,475.9700012,-1.548000813,485.9700012,-1.686547518,495.9700012,-1.612678289,505.9700012,-1.697595477,505.9700012,-1.632814765,515.9699707,-1.898072004,526.0200195,-1.912653804,535.9699707,-2.271683455,546.0200195,-2.247387409,556.0200195,-2.394093275,566.0200195,-2.447325945,575.9400024,-2.432881355,586.0200195,-2.505313635,595.9400024,-2.555860519,606.0200195,-2.561425209,615.9400024,-2.56118989,626,-2.613691092,
547.0499878,-2.286428928,446.9599915,-2.262068748,457.0100098,-2.505414009,466.9599915,-2.549194336,477.0100098,-1.983464241,477.0100098,-1.593367577,487.0100098,-1.57478869,497.0100098,-1.679727077,507.0100098,-1.708374858,507.0100098,-1.728001118,517.0100098,-1.847655892,527.0499878,-1.926907301,537.0100098,-2.117172956,547.0499878,-2.428449392,557.0499878,-2.471773386,567.0499878,-2.469852924,576.9500122,-2.538448095,587.0499878,-2.557829857,596.9500122,-2.584966421,607.0499878,-2.568598747,616.9500122,-2.544413328,627,-2.632493973,
547.9400024,-2.255897999,448.0299988,-2.362624884,458.0499878,-2.46246767,468.0299988,-2.480505943,478.0499878,-2.063049316,478.0499878,-1.5859828,488.0499878,-1.753819346,498.0499878,-1.698538542,508.0499878,-1.722506762,508.0499878,-1.829164743,518.0499878,-1.901527643,527.9400024,-2.030354023,538.0499878,-2.202427626,547.9400024,-2.170939684,557.9400024,-2.426455498,567.9400024,-2.41786623,577.9699707,-2.488479853,587.9400024,-2.481636763,597.9699707,-2.533214808,607.9400024,-2.529006958,617.9699707,-2.572966814,628,-2.647565603,
548.9699707,-2.302616358,448.9299927,-2.335562229,458.9500122,-2.411081076,468.9299927,-2.496126175,478.9500122,-2.050538778,478.9500122,-1.598846674,488.9500122,-1.61274302,498.9500122,-1.67650044,508.9500122,-1.764970779,508.9500122,-1.763182282,518.9500122,-1.950913906,528.9699707,-1.993775368,538.9500122,-2.213924885,548.9699707,-2.295238018,558.9699707,-2.394703865,568.9699707,-2.411881208,578.9799805,-2.565900564,588.9699707,-2.512916803,598.9799805,-2.560362339,608.9699707,-2.580609322,618.9799805,-2.569129229,629,-2.638222694,
550,-2.400643826,450,-2.379971266,460,-2.516715527,470,-2.55819726,480,-2.114971876,480,-1.588762999,490,-1.562473893,500,-1.728435397,510,-1.747026801,510,-1.677503586,520,-1.983539939,530,-2.083273411,540,-2.156622648,550,-2.416543961,560,-2.452077866,570,-2.537786245,580,-2.594778061,590,-2.580352068,600,-2.579098463,610,-2.59086442,620,-2.589592457,630,-2.653469086,
551.0200195,-2.328438282,451.0400085,-2.479238272,461.0599976,-2.528582096,471.0400085,-2.619452238,481.0400085,-2.033018351,481.0400085,-1.63867557,491.0400085,-1.681521773,501.0400085,-1.695207119,511.0400085,-1.764417171,511.0400085,-1.778938293,521.0200195,-2.009705782,531.039978,-2.215387821,541.0200195,-2.173119068,551.0200195,-2.356966496,561.0200195,-2.494420767,571.0100098,-2.520125389,581.0200195,-2.52678299,591.0100098,-2.517133474,601.0200195,-2.560894728,611.0100098,-2.580925703,621,-2.567353964,631.0100098,-2.641583443,
552.0499878,-2.315854549,451.9400024,-2.406853437,461.9599915,-2.447845459,471.9400024,-2.563406706,481.9400024,-1.939608574,481.9400024,-1.652108669,491.9400024,-1.779424906,501.9400024,-1.73826313,511.9400024,-1.758155823,511.9400024,-1.915064096,522.0499878,-2.016941547,531.9400024,-2.131759882,542.0499878,-2.237704039,552.0499878,-2.561175346,562.0499878,-2.452642918,572.0200195,-2.525769711,582.0499878,-2.585781813,592.0200195,-2.54342103,602.0499878,-2.540911436,612.0200195,-2.563033819,622,-2.595012426,632.0200195,-2.641618013,
552.9400024,-2.348731279,452.980011,-2.405262947,463.0299988,-2.393243313,472.980011,-2.541552782,482.980011,-1.91845417,482.980011,-1.63813591,492.980011,-1.804739714,502.980011,-1.741147161,512.9799805,-1.870232344,512.9799805,-1.824626446,522.9400024,-1.986994028,532.9799805,-2.099473476,542.9400024,-2.28275609,552.9400024,-2.465971708,562.9400024,-2.383424997,573.039978,-2.525023222,582.9400024,-2.546947479,593.039978,-2.58062458,602.9400024,-2.567216158,613.039978,-2.580923319,623,-2.634694338,633.039978,-2.650824785,
553.9699707,-2.325551033,454.019989,-2.290320396,463.9299927,-2.502414703,474.019989,-2.573553801,484.019989,-1.916574001,484.019989,-1.706925392,494.019989,-1.740109921,504.019989,-1.786030769,514.0200195,-1.853096008,514.0200195,-1.782804966,523.9699707,-2.010762453,534.0200195,-2.145909309,543.9699707,-2.333133698,553.9699707,-2.46485281,563.9699707,-2.429934025,574.0499878,-2.531313658,583.9699707,-2.482551813,594.0499878,-2.550427675,603.9699707,-2.560424089,614.0499878,-2.544521332,624,-2.57414341,634.0499878,-2.65348649,
555,-2.292851448,455.0700073,-2.421885967,465,-2.48789072,475.0700073,-2.572813272,485.0700073,-1.801151395,485.0700073,-1.531078339,495.0700073,-1.706514239,505.0700073,-1.780119777,515.0700073,-1.911857843,515.0700073,-1.802501678,525,-2.03098774,535.0700073,-2.08626461,545,-2.300734282,555,-2.310296297,565,-2.474255562,575.0700073,-2.518527508,585,-2.585386753,595.0700073,-2.589151144,605,-2.591703415,615.0700073,-2.649172783,625,-2.595058441,635.0700073,-2.63872838,
556.0200195,-2.304028273,455.9700012,-2.405160189,466.0599976,-2.47522974,475.9700012,-2.558133841,485.9700012,-1.788098574,485.9700012,-1.549917221,495.9700012,-1.844311714,505.9700012,-1.881548285,515.9699707,-1.941292286,515.9699707,-1.852493286,526.0200195,-1.953727722,535.9699707,-2.243173599,546.0200195,-2.338634253,556.0200195,-2.344469547,566.0200195,-2.484480143,575.9400024,-2.580705643,586.0200195,-2.47329092,595.9400024,-2.574384928,606.0200195,-2.549958944,615.9400024,-2.606537342,626,-2.557969809,635.9400024,-2.635609627,
557.0499878,-2.358550549,457.0100098,-2.204546452,466.9599915,-2.540947199,477.0100098,-2.590979576,487.0100098,-1.828162909,487.0100098,-1.635724664,497.0100098,-1.857453346,507.0100098,-1.885562897,517.0100098,-1.939421654,517.0100098,-1.862408161,527.0499878,-2.154996872,537.0100098,-2.190469265,547.0499878,-2.312113047,557.0499878,-2.392708778,567.0499878,-2.428843737,576.9500122,-2.534038067,587.0499878,-2.509161234,596.9500122,-2.611411095,607.0499878,-2.587028265,616.9500122,-2.643624544,627,-2.608533859,636.9500122,-2.620218039,
557.9400024,-2.425903082,458.0499878,-2.169988155,468.0299988,-2.568649292,478.0499878,-2.648667574,488.0499878,-1.870717287,488.0499878,-1.555019855,498.0499878,-1.908873558,508.0499878,-1.903106451,518.0499878,-1.967856407,518.0499878,-1.96617806,527.9400024,-1.998659372,538.0499878,-2.236687899,547.9400024,-2.352347612,557.9400024,-2.282418966,567.9400024,-2.440725565,577.9699707,-2.564126492,587.9400024,-2.501429319,597.9699707,-2.565178633,607.9400024,-2.59918499,617.9699707,-2.605630875,628,-2.579926968,637.9699707,-2.648333073,
558.9699707,-2.423586369,458.9500122,-2.098341465,468.9299927,-2.463985682,478.9500122,-2.566194057,488.9500122,-1.812711,488.9500122,-1.633726597,498.9500122,-1.878364921,508.9500122,-1.828994274,518.9500122,-1.961853504,518.9500122,-1.984121084,528.9699707,-2.075144768,538.9500122,-2.169117212,548.9699707,-2.457096577,558.9699707,-2.47742939,568.9699707,-2.384415388,578.9799805,-2.509644508,588.9699707,-2.575564384,598.9799805,-2.529300213,608.9699707,-2.616934538,618.9799805,-2.587587118,629,-2.578477621,638.9799805,-2.672324896,
560,-2.402470827,460,-2.203368187,470,-2.514371395,480,-2.500186443,490,-1.887796164,490,-1.690584421,500,-1.829191685,510,-1.960733414,520,-1.946711659,520,-1.971385717,530,-2.135967493,540,-2.108277321,550,-2.334955931,560,-2.451001644,570,-2.449733734,580,-2.502707481,590,-2.605234623,600,-2.566028833,610,-2.574058533,620,-2.60646534,630,-2.618565559,640,-2.645023584,
561.0200195,-2.449307919,461.0599976,-2.175223827,471.0400085,-2.595864296,481.0400085,-2.555197477,491.0400085,-2.00042963,491.0400085,-1.865559101,501.0400085,-1.909906864,511.0400085,-1.898369074,521.0200195,-1.936931372,521.0200195,-2.068769217,531.039978,-2.017222404,541.0200195,-2.114382982,551.0200195,-2.362139702,561.0200195,-2.367179632,571.0100098,-2.518559933,581.0200195,-2.585268736,591.0100098,-2.510337353,601.0200195,-2.527471781,611.0100098,-2.567764282,621,-2.574563742,631.0100098,-2.6360116,641,-2.656451941,
562.0499878,-2.446587563,461.9599915,-2.190446138,471.9400024,-2.488995314,481.9400024,-2.541569233,491.9400024,-2.015738249,491.9400024,-1.716584325,501.9400024,-1.822561741,511.9400024,-1.879418612,522.0499878,-1.951883078,522.0499878,-1.998744488,531.9400024,-2.11198616,542.0499878,-2.181925297,552.0499878,-2.300795794,562.0499878,-2.490635157,572.0200195,-2.466528177,582.0499878,-2.58298111,592.0200195,-2.613264322,602.0499878,-2.588610888,612.0200195,-2.648873329,622,-2.605945587,632.0200195,-2.570450783,642,-2.64706707,
562.9400024,-2.436514854,463.0299988,-2.294612169,472.980011,-2.473908424,482.980011,-2.441139936,492.980011,-2.080337048,492.980011,-1.723981142,502.980011,-1.922150612,512.9799805,-1.922740459,522.9400024,-1.969988346,522.9400024,-2.031097651,532.9799805,-2.151917696,542.9400024,-2.273501158,552.9400024,-2.383742571,562.9400024,-2.584841728,573.039978,-2.495429516,582.9400024,-2.567035675,593.039978,-2.519423246,602.9400024,-2.596770287,613.039978,-2.560081244,623,-2.631457329,633.039978,-2.618062019,643,-2.666300297,
563.9699707,-2.462148666,463.9299927,-2.471058369,474.019989,-2.443462133,484.019989,-2.379037619,494.019989,-2.089811087,494.019989,-1.814315438,504.019989,-1.927898645,514.0200195,-2.005531311,523.9699707,-2.012642622,523.9699707,-2.020023346,534.0200195,-2.132794142,543.9699707,-2.31207943,553.9699707,-2.359963417,563.9699707,-2.393581152,574.0499878,-2.426200151,583.9699707,-2.588830233,594.0499878,-2.547982931,603.9699707,-2.559056044,614.0499878,-2.599212646,624,-2.574300051,634.0499878,-2.628637552,644,-2.663043022,
565,-2.429122448,465,-2.321921349,475.0700073,-2.528748751,485.0700073,-2.326075792,495.0700073,-2.104211807,495.0700073,-1.796062946,505.0700073,-1.994415164,515.0700073,-1.986670017,525,-1.971939802,525,-2.061372042,535.0700073,-2.174308538,545,-2.189514875,555,-2.4085567,565,-2.417313099,575.0700073,-2.550099373,585,-2.576252222,595.0700073,-2.577494144,605,-2.604337692,615.0700073,-2.624691963,625,-2.611595154,635.0700073,-2.611892462,645,-2.675401688,
566.0200195,-2.439263344,466.0599976,-2.367209196,475.9700012,-2.540180922,485.9700012,-2.252406359,495.9700012,-2.137627602,495.9700012,-1.795802355,505.9700012,-1.938221574,515.9699707,-1.937993169,526.0200195,-2.123042107,526.0200195,-2.040398836,535.9699707,-2.235992432,546.0200195,-2.230196714,556.0200195,-2.320225716,566.0200195,-2.330571413,575.9400024,-2.506273508,586.0200195,-2.551727772,595.9400024,-2.537659645,606.0200195,-2.605054617,615.9400024,-2.592371702,626,-2.587795496,635.9400024,-2.640148401,646,-2.644952774,
567.0499878,-2.389252663,466.9599915,-2.353553057,477.0100098,-2.340336084,487.0100098,-2.192205429,497.0100098,-2.17175889,497.0100098,-1.8349967,507.0100098,-1.916204691,517.0100098,-2.007322788,527.0499878,-2.062721968,527.0499878,-2.059796095,537.0100098,-2.197458029,547.0499878,-2.212616205,557.0499878,-2.422701836,567.0499878,-2.452587843,576.9500122,-2.474695206,587.0499878,-2.543040752,596.9500122,-2.548103333,607.0499878,-2.51336956,616.9500122,-2.600183725,627,-2.612588882,636.9500122,-2.613592386,647,-2.652576447,
567.9400024,-2.547459364,468.0299988,-2.586494446,478.0499878,-2.36411047,488.0499878,-2.243169069,498.0499878,-2.177077293,498.0499878,-1.897904158,508.0499878,-1.849663973,518.0499878,-1.888767481,527.9400024,-2.099888802,527.9400024,-2.158854723,538.0499878,-2.270121336,547.9400024,-2.280832052,557.9400024,-2.394495487,567.9400024,-2.46703887,577.9699707,-2.461904526,587.9400024,-2.618370056,597.9699707,-2.536178827,607.9400024,-2.536377907,617.9699707,-2.610588551,628,-2.580808401,637.9699707,-2.589759588,648,-2.656944275,
568.9699707,-2.440893412,468.9299927,-2.527811527,478.9500122,-2.501033306,488.9500122,-2.260208607,498.9500122,-2.266166687,498.9500122,-1.859834909,508.9500122,-1.926659703,518.9500122,-2.026319981,528.9699707,-2.124432325,528.9699707,-2.052133322,538.9500122,-2.223445177,548.9699707,-2.330332994,558.9699707,-2.399030924,568.9699707,-2.440518618,578.9799805,-2.420748711,588.9699707,-2.575930357,598.9799805,-2.566412926,608.9699707,-2.566073895,618.9799805,-2.568183184,629,-2.58872509,638.9799805,-2.645218372,649,-2.665983915,
570,-2.465325356,470,-2.484279394,480,-2.448104382,490,-2.265348911,500,-2.264129162,500,-1.946531296,510,-1.901348829,520,-2.057052612,530,-2.171988249,530,-2.026532412,540,-2.244109392,550,-2.223866463,560,-2.313878536,570,-2.357322693,580,-2.41504097,590,-2.575914621,600,-2.518043518,610,-2.597059488,620,-2.562238932,630,-2.583245277,640,-2.634473324,650,-2.666498899,
